record_type,id,stable_key,status,record_json
accessibility_intervention,urn:uuid:0086d86f-2348-5cd8-9bef-1ec37d5fee81,AX-REFLOW-LARGE,seed_complete_active_refinement,"{""id"":""urn:uuid:0086d86f-2348-5cd8-9bef-1ec37d5fee81"",""payload"":{""access_axis"":""reflow, large print and high contrast"",""asset_ids"":[],""axis_id"":""AX-REFLOW-LARGE"",""caveat"":""Zoomed PDF is not equivalent to true reflow"",""current_local_state"":""PDF-first layouts are not reliably reflowable"",""evidence_ids"":[""MIR-E036"",""MIR-E037"",""MIR-E040""],""marginal_access_mechanism"":""Makes long mathematical text usable across visual and device needs"",""minimum_gate"":""WCAG contrast/reflow tests and formula overflow checks"",""priority"":""Wave 1 universal companion"",""required_output"":""Responsive reflow, scalable text, adjustable spacing and contrast without loss of notation"",""target_users"":""Low-vision, dyslexic, aging and mobile readers""},""record_type"":""accessibility_intervention"",""recorded_at"":""2026-08-25T00:40:00+02:00"",""source_file"":""01_methodology/research_department/marginal_intelligibility_reach_20260816/ACCESSIBILITY_GAP_REGISTER.csv"",""source_row"":10,""source_sha256"":""5878f44470689c19e7edf3ea24d764f296fbae69214bc05b9af9c06c8fc0762b"",""stable_key"":""AX-REFLOW-LARGE"",""status"":""seed_complete_active_refinement""}"
accessibility_intervention,urn:uuid:ececc302-37ed-5e32-a85d-dd4e1327406f,AX-SIGN-VIDEO,seed_complete_active_refinement,"{""id"":""urn:uuid:ececc302-37ed-5e32-a85d-dd4e1327406f"",""payload"":{""access_axis"":""national sign-language mathematical video"",""asset_ids"":[""MIR-A011"",""MIR-A015""],""axis_id"":""AX-SIGN-VIDEO"",""caveat"":""International Sign and written-language captions do not replace an exact national sign language"",""current_local_state"":""The local R6 package contains routes and labels but zero accepted signs, authorities, translations or pilots"",""evidence_ids"":[""MIR-E035"",""MIR-E039"",""MIR-E057"",""MIR-E058"",""MIR-E059"",""MIR-E060"",""MIR-E061""],""marginal_access_mechanism"":""Creates direct linguistic access where written national language is a second language"",""minimum_gate"":""Community/Deaf governance, exact sign language, domain sign decisions, independent source/model comparison and accessible video controls"",""priority"":""Wave R then Wave 2"",""required_output"":""Exact national sign-language video with Deaf mathematical signers, captions, transcript, formula graphics and navigation"",""target_users"":""Deaf sign-language users whose strongest language is a national sign language""},""record_type"":""accessibility_intervention"",""recorded_at"":""2026-08-25T00:40:00+02:00"",""source_file"":""01_methodology/research_department/marginal_intelligibility_reach_20260816/ACCESSIBILITY_GAP_REGISTER.csv"",""source_row"":7,""source_sha256"":""5878f44470689c19e7edf3ea24d764f296fbae69214bc05b9af9c06c8fc0762b"",""stable_key"":""AX-SIGN-VIDEO"",""status"":""seed_complete_active_refinement""}"
accessibility_intervention,urn:uuid:e7bdfa51-39f5-52a5-8aec-1a1594c27825,AX-STRUCTURED-SOURCE,seed_complete_active_refinement,"{""id"":""urn:uuid:e7bdfa51-39f5-52a5-8aec-1a1594c27825"",""payload"":{""access_axis"":""machine-readable canonical source"",""asset_ids"":[],""axis_id"":""AX-STRUCTURED-SOURCE"",""caveat"":""Source availability does not prove semantic correctness or redistribution rights"",""current_local_state"":""LaTeX sources exist for many works but conventions and accessibility metadata vary by lane"",""evidence_ids"":[""MIR-E036"",""MIR-E037"",""MIR-E038"",""MIR-E040""],""marginal_access_mechanism"":""Enables reproducible HTML, EPUB, Braille, audio and low-bandwidth derivatives"",""minimum_gate"":""Source-bound semantic audit and deterministic conversion tests"",""priority"":""Wave 1 infrastructure"",""required_output"":""Versioned structured source with explicit theorem structure, formula boundaries, language metadata and provenance"",""target_users"":""Assistive-format producers, archivists, researchers and future converters""},""record_type"":""accessibility_intervention"",""recorded_at"":""2026-08-25T00:40:00+02:00"",""source_file"":""01_methodology/research_department/marginal_intelligibility_reach_20260816/ACCESSIBILITY_GAP_REGISTER.csv"",""source_row"":5,""source_sha256"":""5878f44470689c19e7edf3ea24d764f296fbae69214bc05b9af9c06c8fc0762b"",""stable_key"":""AX-STRUCTURED-SOURCE"",""status"":""seed_complete_active_refinement""}"
accessibility_intervention,urn:uuid:43da81fb-8561-53ab-a839-24d7a7986537,AX-TAGGED-PDF,seed_complete_active_refinement,"{""id"":""urn:uuid:43da81fb-8561-53ab-a839-24d7a7986537"",""payload"":{""access_axis"":""accessible compiled PDF"",""asset_ids"":[],""axis_id"":""AX-TAGGED-PDF"",""caveat"":""A tagged PDF is still not a substitute for semantic HTML/MathML"",""current_local_state"":""Compiled PDFs exist widely, but tagged structure and formula accessibility are inconsistent or absent"",""evidence_ids"":[""MIR-E035"",""MIR-E036"",""MIR-E040""],""marginal_access_mechanism"":""Preserves the required paginated edition while reducing common extraction and navigation barriers"",""minimum_gate"":""PDF source check, structure tree, extraction, font embedding and assistive-technology review"",""priority"":""Wave 1 required PDF companion"",""required_output"":""Compiled PDF with tags, logical reading order, bookmarks, selectable text, language metadata and meaningful formulas where supported"",""target_users"":""Readers who require a stable paginated edition plus assistive technology""},""record_type"":""accessibility_intervention"",""recorded_at"":""2026-08-25T00:40:00+02:00"",""source_file"":""01_methodology/research_department/marginal_intelligibility_reach_20260816/ACCESSIBILITY_GAP_REGISTER.csv"",""source_row"":4,""source_sha256"":""5878f44470689c19e7edf3ea24d764f296fbae69214bc05b9af9c06c8fc0762b"",""stable_key"":""AX-TAGGED-PDF"",""status"":""seed_complete_active_refinement""}"
asset_source,urn:uuid:5e5bfe75-b7d6-564d-8a3c-2837c0114a86,MIR-A001,asset_recorded,"{""id"":""urn:uuid:5e5bfe75-b7d6-564d-8a3c-2837c0114a86"",""payload"":{""asset_id"":""MIR-A001"",""bytes"":5408,""claim_boundary"":""governance and routing, not empirical intelligibility"",""mtime_utc"":""2026-08-04T18:57:28.5087490Z"",""path"":""workspace:///01_methodology/research_department/README.md"",""provenance"":""current workspace research department"",""role"":""research-method authority index"",""sha256"":""bdc93470244b9c46d2a26ac357cf1b8b2593612a965418161ecf36691dd3aab6"",""variety_tags"":[]},""record_type"":""asset_source"",""recorded_at"":""2026-08-25T00:40:00+02:00"",""source_file"":""01_methodology/research_department/marginal_intelligibility_reach_20260816/ASSET_CENSUS.jsonl"",""source_row"":1,""source_sha256"":""ed75b471e3b523db0214492eb1cb5e9b0db23cd216ff66eeda530cfe2760c3ee"",""stable_key"":""MIR-A001"",""status"":""asset_recorded""}"
asset_source,urn:uuid:2b871394-a171-5038-ade1-06e5ed1ef90a,MIR-A002,asset_recorded,"{""id"":""urn:uuid:2b871394-a171-5038-ade1-06e5ed1ef90a"",""payload"":{""asset_id"":""MIR-A002"",""bytes"":8657,""claim_boundary"":""method authority ordering only"",""mtime_utc"":""2026-07-17T18:17:53.2154953Z"",""path"":""workspace:///01_methodology/research_department/RESEARCH_AUTHORITY_AND_PROVENANCE.md"",""provenance"":""current workspace research department"",""role"":""authority and conflict reconciliation"",""sha256"":""d48d6de4d27497a6324da9d60c865fab28a84dd6add02b5d4c8f499a487f179d"",""variety_tags"":[]},""record_type"":""asset_source"",""recorded_at"":""2026-08-25T00:40:00+02:00"",""source_file"":""01_methodology/research_department/marginal_intelligibility_reach_20260816/ASSET_CENSUS.jsonl"",""source_row"":2,""source_sha256"":""ed75b471e3b523db0214492eb1cb5e9b0db23cd216ff66eeda530cfe2760c3ee"",""stable_key"":""MIR-A002"",""status"":""asset_recorded""}"
asset_source,urn:uuid:93e831cb-9875-5196-98fd-3527384947d9,MIR-A003,asset_recorded,"{""id"":""urn:uuid:93e831cb-9875-5196-98fd-3527384947d9"",""payload"":{""asset_id"":""MIR-A003"",""bytes"":11297,""claim_boundary"":""the recovered document asserts observed comprehension as its final criterion; the current task does not adopt that restriction"",""mtime_utc"":""2026-07-17T18:21:19.3624199Z"",""path"":""workspace:///01_methodology/research_department/INTERLINGUISTIC_METHOD_SYNTHESIS.md"",""provenance"":""current workspace research department"",""role"":""operative marginal-intelligibility and intervention-siting synthesis"",""sha256"":""b2f7184a0d1a6c334bdfe3e80670de84c941ccc76f003ddb09c61a8f74e220e0"",""variety_tags"":[]},""record_type"":""asset_source"",""recorded_at"":""2026-08-25T00:40:00+02:00"",""source_file"":""01_methodology/research_department/marginal_intelligibility_reach_20260816/ASSET_CENSUS.jsonl"",""source_row"":3,""source_sha256"":""ed75b471e3b523db0214492eb1cb5e9b0db23cd216ff66eeda530cfe2760c3ee"",""stable_key"":""MIR-A003"",""status"":""asset_recorded""}"
asset_source,urn:uuid:3e5aacce-f7f7-5c41-820d-cd3a93a77526,MIR-A004,asset_recorded,"{""id"":""urn:uuid:3e5aacce-f7f7-5c41-820d-cd3a93a77526"",""payload"":{""asset_id"":""MIR-A004"",""bytes"":37398,""claim_boundary"":""internal triangulation; no term or language certified"",""mtime_utc"":""2026-07-10T00:44:23.0805454Z"",""path"":""workspace:///01_methodology/claude_fable_program/FRAMEWORK_DRAFT_ORDERED_v0.4.md"",""provenance"":""requester/Claude Fable/ChatGPT framework programme"",""role"":""formal ordered framework v0.4"",""sha256"":""cb620fb0146e6e38338cfad4b91e181994018c4a19ad46f16993f84a7feb375b"",""variety_tags"":[""isv-Latn"",""isv-Cyrl""]},""record_type"":""asset_source"",""recorded_at"":""2026-08-25T00:40:00+02:00"",""source_file"":""01_methodology/research_department/marginal_intelligibility_reach_20260816/ASSET_CENSUS.jsonl"",""source_row"":4,""source_sha256"":""ed75b471e3b523db0214492eb1cb5e9b0db23cd216ff66eeda530cfe2760c3ee"",""stable_key"":""MIR-A004"",""status"":""asset_recorded""}"
asset_source,urn:uuid:3328a51e-69af-5963-bf51-8e1657de1a64,MIR-A005,asset_recorded,"{""id"":""urn:uuid:3328a51e-69af-5963-bf51-8e1657de1a64"",""payload"":{""asset_id"":""MIR-A005"",""bytes"":4356,""claim_boundary"":""D1/KL/equal-splits diagnose evidence concentration, not comprehension"",""mtime_utc"":""2026-07-04T07:21:53.1142662Z"",""path"":""workspace:///01_methodology/claude_fable_program/BRANCH_WEIGHTING_SPEC.md"",""provenance"":""requester/Claude Fable methodology programme"",""role"":""weighted rooted-tree witness measure"",""sha256"":""eea0eaffc2c819a53713fd62e105228db827a67f0007a7b0fff9b99805f3d299"",""variety_tags"":[""Slavic-family cohorts""]},""record_type"":""asset_source"",""recorded_at"":""2026-08-25T00:40:00+02:00"",""source_file"":""01_methodology/research_department/marginal_intelligibility_reach_20260816/ASSET_CENSUS.jsonl"",""source_row"":5,""source_sha256"":""ed75b471e3b523db0214492eb1cb5e9b0db23cd216ff66eeda530cfe2760c3ee"",""stable_key"":""MIR-A005"",""status"":""asset_recorded""}"
asset_source,urn:uuid:3d17b12f-a243-5d1b-810d-f596717ae63f,MIR-A006,asset_recorded,"{""id"":""urn:uuid:3d17b12f-a243-5d1b-810d-f596717ae63f"",""payload"":{""asset_id"":""MIR-A006"",""bytes"":3507,""claim_boundary"":""attestation proxy with pre-score vetoes; not measured comprehension"",""mtime_utc"":""2026-07-04T13:21:30.0402300Z"",""path"":""workspace:///01_methodology/claude_fable_program/CHATGPT_PRO_TASK_SPEC_20260704.md"",""provenance"":""ChatGPT Pro task specification"",""role"":""historical MAG-style proxy comparison"",""sha256"":""bd4146af893047a0f8702e0d90bfd2cb0eb232f3d0e0af6c52dfafcdb9722432"",""variety_tags"":[""Slavic-family cohorts""]},""record_type"":""asset_source"",""recorded_at"":""2026-08-25T00:40:00+02:00"",""source_file"":""01_methodology/research_department/marginal_intelligibility_reach_20260816/ASSET_CENSUS.jsonl"",""source_row"":6,""source_sha256"":""ed75b471e3b523db0214492eb1cb5e9b0db23cd216ff66eeda530cfe2760c3ee"",""stable_key"":""MIR-A006"",""status"":""asset_recorded""}"
asset_source,urn:uuid:9fb48bd7-1b0e-5bd0-9deb-0aee4adeb1a6,MIR-A007,asset_recorded,"{""id"":""urn:uuid:9fb48bd7-1b0e-5bd0-9deb-0aee4adeb1a6"",""payload"":{""asset_id"":""MIR-A007"",""bytes"":24202,""claim_boundary"":""zero participant responses; no empirical MII or canonicality"",""mtime_utc"":""2026-08-12T17:36:03.2294091Z"",""path"":""workspace:///03_projects/language_management/slavic_interslavic/00_lane_control/marginal_intelligibility_20260811/README.md"",""provenance"":""Slavic/Interslavic manager empirical-pilot controls"",""role"":""most developed local MII protocol and current caveats"",""sha256"":""ad55bbccd67fef14cad2fbdb681299613362177ad44658d074ac740d28ad1eb9"",""variety_tags"":[""isv-Latn"",""isv-Cyrl"",""ru"",""uk"",""be"",""pl"",""cs"",""sk"",""sl"",""hr"",""sr"",""bs"",""cnr"",""bg"",""mk"",""rue"",""csb"",""hsb"",""dsb""]},""record_type"":""asset_source"",""recorded_at"":""2026-08-25T00:40:00+02:00"",""source_file"":""01_methodology/research_department/marginal_intelligibility_reach_20260816/ASSET_CENSUS.jsonl"",""source_row"":7,""source_sha256"":""ed75b471e3b523db0214492eb1cb5e9b0db23cd216ff66eeda530cfe2760c3ee"",""stable_key"":""MIR-A007"",""status"":""asset_recorded""}"
asset_source,urn:uuid:d122ef51-8557-55ad-a498-7fafabe09414,MIR-A008,asset_recorded,"{""id"":""urn:uuid:d122ef51-8557-55ad-a498-7fafabe09414"",""payload"":{""asset_id"":""MIR-A008"",""bytes"":2105,""claim_boundary"":""zero direct comprehension observations; edit similarity is not intelligibility"",""mtime_utc"":""2026-07-17T18:35:45.1326474Z"",""path"":""workspace:///03_projects/language_management/romance/03_redo_ultra_20260717/access/MII_METHOD_v3.md"",""provenance"":""Romance manager access design"",""role"":""orthographic proxy method"",""sha256"":""f7e806883f235d69d0e5d606a0fa5e00daf23e26a6d24ee0099bcd0a54225ce3"",""variety_tags"":[""es"",""fr"",""pt"",""gl"",""ca"",""it"",""ro"",""rm-rumgr"",""Romansh regional idioms unresolved""]},""record_type"":""asset_source"",""recorded_at"":""2026-08-25T00:40:00+02:00"",""source_file"":""01_methodology/research_department/marginal_intelligibility_reach_20260816/ASSET_CENSUS.jsonl"",""source_row"":8,""source_sha256"":""ed75b471e3b523db0214492eb1cb5e9b0db23cd216ff66eeda530cfe2760c3ee"",""stable_key"":""MIR-A008"",""status"":""asset_recorded""}"
